a,b,c,d
92.0,67.9,435.9,-67.86739130434783
71.9,64.7,352.3,-64.65827538247567
31.5,7.5,133.5,-7.404761904761905
39.4,15.8,173.4,-15.723857868020305
61.2,25.2,270.0,-25.15098039215686
22.9,12.5,104.1,-12.368995633187772
93.1,1.0,373.4,-0.9677765843179377
8.2,40.9,73.69999999999999,-40.53414634146341
23.5,97.3,191.3,-97.17234042553191
13.2,1.8,54.599999999999994,-1.5727272727272728
87.1,1.7,350.09999999999997,-1.665556831228473
75.5,3.8,305.8,-3.7602649006622513
49.8,53.5,252.7,-53.43975903614458
22.9,52.6,144.2,-52.468995633187774
38.5,37.6,191.6,-37.522077922077926
31.1,83.6,208.0,-83.50353697749196
7.9,86.2,117.80000000000001,-85.82025316455696
53.5,52.5,266.5,-52.44392523364486
71.3,18.0,303.2,-17.957924263674613
16.8,81.7,148.9,-81.52142857142857
5.0,31.5,51.5,-30.9
27.0,98.8,206.8,-98.68888888888888
90.1,52.5,412.9,-52.46670366259711
74.0,65.6,361.6,-65.55945945945945
17.9,15.7,87.3,-15.532402234636871
39.3,89.6,246.79999999999998,-89.5236641221374
41.6,73.3,239.7,-73.22788461538461
86.1,46.9,391.29999999999995,-46.86515679442508
5.5,40.1,62.1,-39.554545454545455
44.8,90.9,270.1,-90.83303571428571
5.8,68.9,92.10000000000001,-68.38275862068966
50.4,30.7,232.29999999999998,-30.64047619047619
94.1,51.4,427.79999999999995,-51.368119022316684
92.3,94.8,464.0,-94.76749729144095
17.5,1.1,71.1,-0.9285714285714286
68.3,58.5,331.7,-58.456076134699856
15.3,65.6,126.8,-65.40392156862744
20.6,4.3,86.7,-4.154368932038834
48.1,7.5,199.9,-7.4376299376299375
90.8,89.3,452.5,-89.2669603524229
76.7,44.4,351.2,-44.360886571056064
67.6,72.6,343.0,-72.55562130177515
17.9,89.2,160.8,-89.03240223463688
4.8,66.8,86.0,-66.175
88.1,1.4,353.79999999999995,-1.3659477866061294
47.8,88.3,279.5,-88.23723849372385
73.1,49.0,341.4,-48.958960328317374
82.1,10.2,338.59999999999997,-10.163459196102314
22.2,42.5,131.3,-42.36486486486486
25.4,29.8,131.4,-29.681889763779527
34.3,58.4,195.6,-58.31253644314869
42.5,41.2,211.2,-41.129411764705885
26.7,85.2,192.0,-85.08764044943821
89.4,87.9,445.5,-87.86644295302014
29.8,94.6,213.8,-94.4993288590604
66.9,73.8,341.40000000000003,-73.75515695067264
60.4,35.7,277.3,-35.65033112582782
94.4,51.1,428.70000000000005,-51.06822033898305
40.8,55.8,219.0,-55.726470588235294
32.6,86.9,217.3,-86.8079754601227
74.2,94.7,391.5,-94.65956873315365
96.0,69.1,453.1,-69.06875
81.4,25.6,351.20000000000005,-25.563144963144964
42.9,17.2,188.79999999999998,-17.13006993006993
76.1,99.8,404.2,-99.76057818659658
50.9,39.8,243.39999999999998,-39.74106090373281
20.0,39.7,119.7,-39.550000000000004
17.7,72.9,143.7,-72.73050847457628
27.6,46.1,156.5,-45.99130434782609
2.4,42.5,52.1,-41.25
30.2,93.1,213.89999999999998,-93.00066225165563
69.4,59.9,337.5,-59.85677233429395
36.7,65.2,212.0,-65.1182561307902
69.1,10.3,286.7,-10.25658465991317
78.6,84.8,399.2,-84.7618320610687
47.3,35.3,224.5,-35.23657505285412
79.3,15.4,332.59999999999997,-15.362168978562421
47.8,98.4,289.6,-98.33723849372386
44.3,80.1,257.29999999999995,-80.03227990970655
97.3,89.7,478.9,-89.66916752312436
72.8,9.4,300.59999999999997,-9.358791208791208
49.9,46.0,245.6,-45.93987975951904
2.9,89.9,101.5,-88.86551724137932
55.0,20.3,240.3,-20.245454545454546
97.6,80.2,470.59999999999997,-80.16926229508196
59.8,42.4,281.59999999999997,-42.34983277591973
87.0,31.5,379.5,-31.46551724137931
13.0,64.5,116.5,-64.26923076923077
36.6,12.7,159.1,-12.618032786885244
87.6,82.1,432.5,-82.06575342465753
59.9,14.5,254.1,-14.44991652754591
76.3,21.6,326.8,-21.56068152031455
74.0,94.0,390.0,-93.95945945945945
91.3,3.9,369.09999999999997,-3.867141292442497
25.2,95.4,196.2,-95.28095238095239
2.3,40.0,49.2,-38.69565217391305
85.2,33.2,374.0,-33.16478873239437
88.4,20.0,373.6,-19.966063348416288
28.6,90.2,204.60000000000002,-90.0951048951049
99.3,96.9,494.1,-96.86978851963747
25.9,54.8,158.39999999999998,-54.68416988416988
65.9,78.7,342.3,-78.65447647951441
55.6,50.0,272.4,-49.94604316546763
91.5,34.6,400.6,-34.5672131147541
6.6,19.5,45.9,-19.045454545454547
1.5,77.1,83.1,-75.1
25.0,12.9,112.9,-12.780000000000001
82.5,21.4,351.4,-21.363636363636363
5.8,49.0,72.2,-48.48275862068966
97.1,50.3,438.7,-50.269104016477854
37.3,3.1,152.29999999999998,-3.0195710455764075
83.7,25.4,360.2,-25.364157706093188
25.6,24.1,126.5,-23.9828125
3.8,97.7,112.9,-96.91052631578948
10.5,60.6,102.6,-60.31428571428572
49.1,72.0,268.4,-71.938900203666
87.3,96.8,446.0,-96.7656357388316
60.1,22.7,263.1,-22.65008319467554
88.2,91.4,444.20000000000005,-91.36598639455782
90.4,83.1,444.70000000000005,-83.06681415929204
13.1,7.3,59.699999999999996,-7.070992366412214
67.7,71.5,342.3,-71.45568685376662
20.3,96.0,177.2,-95.85221674876847
73.8,65.8,361.0,-65.75934959349593
33.3,72.8,206.0,-72.70990990990991
33.4,60.1,193.7,-60.01017964071856
47.3,44.4,233.6,-44.33657505285412
31.6,20.1,146.5,-20.00506329113924
20.3,49.4,130.6,-49.25221674876847
18.3,43.2,116.4,-43.03606557377049
61.1,75.2,319.6,-75.15090016366612
34.8,44.2,183.39999999999998,-44.11379310344828
72.2,5.6,294.40000000000003,-5.558448753462604
56.1,6.1,230.5,-6.046524064171122
9.3,31.3,68.5,-30.97741935483871
80.2,89.0,409.8,-88.96259351620948
76.6,83.6,390.0,-83.56083550913837
94.9,80.6,460.20000000000005,-80.56838777660695
2.3,12.9,22.1,-11.595652173913043
46.6,16.9,203.3,-16.835622317596567
26.8,16.3,123.5,-16.188059701492538
40.8,68.8,232.0,-68.72647058823529
52.6,27.3,237.70000000000002,-27.24296577946768
88.4,76.6,430.20000000000005,-76.56606334841628
33.8,17.1,152.29999999999998,-17.011242603550297
40.3,50.9,212.1,-50.82555831265508
28.8,12.0,127.2,-11.895833333333334
36.9,79.4,227.0,-79.31869918699188
92.8,94.9,466.1,-94.86767241379312
64.3,1.5,258.7,-1.453343701399689
19.3,4.2,81.4,-4.0445595854922285
21.9,51.1,138.7,-50.963013698630135
70.0,34.4,314.4,-34.357142857142854
17.9,11.2,82.8,-11.032402234636871
17.7,95.7,166.5,-95.53050847457628
80.4,33.9,355.5,-33.862686567164175
5.9,40.6,64.2,-40.09152542372882
65.2,88.2,349.0,-88.15398773006135
10.9,74.7,118.30000000000001,-74.42477064220184
9.2,77.4,114.2,-77.07391304347827
80.1,92.3,412.7,-92.2625468164794
38.4,11.6,165.2,-11.521875
15.6,29.7,92.1,-29.507692307692306
98.8,31.9,427.09999999999997,-31.869635627530364
62.6,66.0,316.4,-65.9520766773163
38.2,98.9,251.70000000000002,-98.8214659685864
14.1,45.1,101.5,-44.887234042553196
96.3,35.8,421.0,-35.76884735202492
94.1,64.6,441.0,-64.56811902231668
25.7,73.9,176.7,-73.78326848249027
30.9,29.9,153.5,-29.802912621359223
48.1,55.4,247.8,-55.337629937629934
48.0,30.2,222.2,-30.1375
64.3,83.7,340.9,-83.65334370139969
90.5,3.9,365.9,-3.8668508287292815
40.9,91.2,254.8,-91.12665036674817
92.3,51.2,420.4,-51.16749729144096
89.8,25.0,384.2,-24.966592427616927
20.5,66.5,148.5,-66.35365853658537
17.1,37.6,106.0,-37.424561403508775
72.8,6.3,297.5,-6.258791208791209
34.5,51.3,189.3,-51.213043478260865
96.6,27.9,414.29999999999995,-27.86894409937888
58.9,87.3,322.9,-87.24906621392189
54.3,29.8,247.0,-29.74475138121547
27.3,62.1,171.3,-61.99010989010989
12.9,79.5,131.1,-79.26744186046511
69.8,40.7,319.9,-40.657020057306596
73.1,96.8,389.2,-96.75896032831737
59.8,89.5,328.7,-89.44983277591973
99.9,34.0,433.6,-33.969969969969966
9.1,46.2,82.6,-45.870329670329674
44.7,38.0,216.8,-37.93288590604027
27.5,27.5,137.5,-27.39090909090909
96.6,25.1,411.5,-25.068944099378882
60.3,79.0,320.2,-78.95024875621891
18.4,8.0,81.6,-7.836956521739131
38.4,82.1,235.7,-82.021875
73.3,83.3,376.5,-83.25907230559345
22.7,40.3,131.1,-40.167841409691626
33.9,8.1,143.7,-8.01150442477876
90.7,27.6,390.40000000000003,-27.566923925027563
23.3,6.1,99.3,-5.971244635193132
96.2,15.8,400.6,-15.76881496881497
53.2,38.4,251.20000000000002,-38.34360902255639
75.4,6.6,308.20000000000005,-6.560212201591511
74.2,15.8,312.6,-15.759568733153639
53.4,72.4,286.0,-72.34382022471911
12.4,4.2,53.800000000000004,-3.9580645161290327
87.3,5.9,355.09999999999997,-5.865635738831616
78.7,89.3,404.1,-89.26188055908513
51.9,31.1,238.7,-31.04219653179191
2.3,39.0,48.2,-37.69565217391305
40.0,4.0,164.0,-3.925
64.8,76.2,335.4,-76.15370370370371
82.0,71.0,399.0,-70.96341463414635
6.5,59.0,85.0,-58.53846153846154
20.3,14.2,95.4,-14.052216748768473
59.7,22.3,261.1,-22.249748743718595
33.9,97.8,233.39999999999998,-97.71150442477875
20.4,64.2,145.8,-64.0529411764706
58.6,90.0,324.4,-89.94880546075085
21.1,57.5,141.9,-57.35781990521327
64.9,44.4,304.0,-44.3537750385208
45.0,65.6,245.6,-65.53333333333333
60.1,51.3,291.7,-51.25008319467554
71.4,32.0,317.6,-31.95798319327731
82.0,65.8,393.8,-65.76341463414634
28.7,99.3,214.1,-99.19547038327526
35.9,85.4,229.0,-85.31643454038998
98.7,73.4,468.20000000000005,-73.3696048632219
84.1,59.4,395.79999999999995,-59.36432818073722
34.0,82.6,218.6,-82.51176470588234
36.8,30.3,177.5,-30.218478260869567
30.7,73.1,195.89999999999998,-73.00228013029316
3.4,23.2,36.8,-22.31764705882353
24.1,41.9,138.3,-41.77551867219917
84.8,80.1,419.29999999999995,-80.06462264150943
28.5,65.5,179.5,-65.39473684210526
84.1,6.4,342.79999999999995,-6.364328180737218
11.1,91.6,136.0,-91.32972972972972
44.6,4.1,182.5,-4.032735426008968
81.8,41.3,368.5,-41.26332518337408
82.4,16.4,346.0,-16.363592233009708
86.2,78.1,422.9,-78.06519721577726
50.4,32.2,233.8,-32.14047619047619
20.0,2.4,82.4,-2.25
90.5,39.3,401.3,-39.26685082872928
17.3,7.4,76.60000000000001,-7.226589595375723
57.0,36.3,264.3,-36.24736842105263
29.7,1.4,120.2,-1.298989898989899
4.6,66.3,84.69999999999999,-65.64782608695651
51.0,98.8,302.8,-98.74117647058823
94.5,35.7,413.7,-35.66825396825397
15.2,93.5,154.3,-93.30263157894737
33.9,72.2,207.8,-72.11150442477876
50.4,62.1,263.7,-62.04047619047619
92.5,42.5,412.5,-42.46756756756757
8.0,76.6,108.6,-76.225
20.9,25.2,108.8,-25.05645933014354
83.6,6.5,340.9,-6.464114832535885
97.5,99.5,489.5,-99.46923076923076
47.5,57.9,247.9,-57.83684210526316
95.2,62.5,443.3,-62.46848739495798
77.2,83.7,392.5,-83.66113989637306
37.3,81.7,230.89999999999998,-81.61957104557641
42.1,87.4,255.8,-87.32874109263659
49.8,37.2,236.39999999999998,-37.13975903614458
64.6,39.0,297.4,-38.95356037151703
82.5,11.5,341.5,-11.463636363636363
67.4,50.7,320.3,-50.65548961424333
44.2,75.6,252.4,-75.53212669683258
63.3,5.9,259.09999999999997,-5.852606635071091
70.4,24.9,306.5,-24.857386363636362
30.8,64.4,187.60000000000002,-64.30259740259741
40.1,79.4,239.8,-79.32518703241895
53.0,27.1,239.1,-27.043396226415094
76.2,15.8,320.6,-15.760629921259843
57.3,39.8,269.0,-39.747643979057585
72.4,66.1,355.70000000000005,-66.0585635359116
26.2,11.4,116.2,-11.285496183206106
72.5,52.8,342.8,-52.75862068965517
45.2,69.5,250.3,-69.43362831858407
89.8,30.6,389.8,-30.56659242761693
42.7,84.0,254.8,-83.92974238875878
26.5,82.2,188.2,-82.0867924528302
60.3,56.7,297.9,-56.65024875621891
16.7,61.7,128.5,-61.52035928143713
54.4,97.2,314.8,-97.14485294117647
6.8,78.2,105.4,-77.75882352941177
72.9,84.3,375.90000000000003,-84.25884773662551
56.4,37.7,263.3,-37.6468085106383
28.1,60.5,172.9,-60.3932384341637
98.5,98.9,492.9,-98.86954314720813
43.6,44.8,219.2,-44.731192660550455
2.4,81.5,91.1,-80.25
7.8,21.3,52.5,-20.915384615384617
24.0,31.6,127.6,-31.475
61.1,50.2,294.6,-50.15090016366612
30.2,54.2,175.0,-54.100662251655635
48.7,13.5,208.3,-13.438398357289527
37.5,12.6,162.6,-12.52
23.9,25.5,121.1,-25.3744769874477
13.1,82.3,134.7,-82.07099236641221
92.6,49.9,420.29999999999995,-49.867602591792654
1.6,39.7,46.1,-37.825
86.9,51.5,399.1,-51.46547756041427
81.3,78.4,403.6,-78.36309963099632
16.0,91.5,155.5,-91.3125
25.3,81.3,182.5,-81.18142292490118
68.6,16.7,291.09999999999997,-16.656268221574344
21.3,19.3,104.5,-19.159154929577465
80.2,95.3,416.1,-95.26259351620948
68.4,56.2,329.8,-56.156140350877195
42.0,33.7,201.7,-33.62857142857143
25.1,17.8,118.2,-17.6804780876494
66.4,60.8,326.40000000000003,-60.75481927710843
70.1,22.6,303.0,-22.557203994293868
73.1,63.0,355.4,-62.958960328317374
85.7,31.5,374.3,-31.464994165694282
63.8,92.6,347.79999999999995,-92.55297805642633
37.7,81.5,232.3,-81.42042440318302
35.2,63.2,204.0,-63.11477272727273
94.2,59.5,436.3,-59.468152866242036
71.5,32.0,318.0,-31.958041958041957
46.5,9.6,195.6,-9.535483870967742
11.0,76.7,120.7,-76.42727272727274
95.0,42.8,422.8,-42.768421052631574
50.6,3.7,206.1,-3.640711462450593
22.7,34.4,125.19999999999999,-34.26784140969163
27.6,25.9,136.3,-25.791304347826085
44.2,77.7,254.5,-77.63212669683259
21.6,81.8,168.2,-81.66111111111111
82.0,78.4,406.4,-78.36341463414635
83.0,64.5,396.5,-64.46385542168674
25.9,2.6,106.19999999999999,-2.484169884169884
81.0,80.3,404.3,-80.26296296296296
25.2,77.2,178.0,-77.08095238095238
8.9,66.0,101.6,-65.66292134831461
77.3,99.3,408.5,-99.26119016817593
38.1,81.9,234.3,-81.8212598425197
3.4,64.8,78.39999999999999,-63.917647058823526
95.2,30.5,411.3,-30.468487394957982
59.8,13.0,252.2,-12.949832775919733
11.8,93.6,140.8,-93.3457627118644
23.4,77.8,171.39999999999998,-77.67179487179487
16.5,83.9,149.9,-83.71818181818182
73.2,80.1,372.9,-80.05901639344262
2.7,61.0,71.8,-59.888888888888886
12.4,70.8,120.4,-70.55806451612904
74.6,28.5,326.9,-28.459785522788202
68.2,2.3,275.1,-2.2560117302052785
60.3,53.5,294.7,-53.450248756218905
22.1,45.0,133.4,-44.86425339366516
39.1,79.2,235.60000000000002,-79.123273657289
59.7,28.2,267.0,-28.149748743718593
89.0,49.5,405.5,-49.46629213483146
65.1,45.0,305.4,-44.953917050691246
71.8,93.6,380.79999999999995,-93.55821727019499
89.3,32.0,389.2,-31.966405375139978
81.2,9.7,334.5,-9.663054187192117
17.4,10.0,79.6,-9.827586206896552
47.7,54.1,244.9,-54.037106918239
79.8,36.7,355.9,-36.6624060150376
46.6,38.8,225.2,-38.735622317596565
30.5,24.8,146.8,-24.701639344262297
6.3,75.0,100.2,-74.52380952380952
3.0,94.9,106.9,-93.9
73.6,79.0,373.4,-78.95923913043478
16.1,56.2,120.60000000000001,-56.013664596273294
71.4,34.5,320.1,-34.45798319327731
63.4,80.1,333.7,-80.05268138801262
14.5,34.5,92.5,-34.293103448275865
65.7,88.8,351.6,-88.75433789954337
35.5,92.7,234.7,-92.61549295774648
75.2,48.9,349.7,-48.86010638297872
44.3,39.7,216.89999999999998,-39.63227990970655
45.9,95.3,278.9,-95.23464052287581
93.6,47.1,421.5,-47.06794871794872
96.9,57.0,444.6,-56.969040247678016
45.8,44.6,227.79999999999998,-44.53449781659389
17.1,51.2,119.60000000000001,-51.02456140350878
58.2,6.4,239.20000000000002,-6.348453608247423
21.4,7.0,92.6,-6.859813084112149
54.9,70.4,290.0,-70.34535519125684
4.1,39.9,56.3,-39.168292682926825
44.3,26.9,204.1,-26.832279909706546
65.5,86.8,348.8,-86.75419847328244
36.0,38.7,182.7,-38.61666666666667
24.0,45.4,141.4,-45.275
43.6,84.0,258.4,-83.93119266055047
96.4,93.6,479.20000000000005,-93.56887966804979
25.0,59.7,159.7,-59.580000000000005
59.6,8.0,246.4,-7.949664429530201
97.0,16.1,404.1,-16.069072164948455
69.0,41.0,317.0,-40.95652173913044
95.8,79.1,462.29999999999995,-79.0686847599165
92.2,85.0,453.8,-84.96746203904556
95.3,9.7,390.9,-9.668520461699895
47.5,88.7,278.7,-88.63684210526316
73.5,18.3,312.3,-18.259183673469387
72.4,25.5,315.1,-25.4585635359116
67.6,8.8,279.2,-8.755621301775149
43.3,7.2,180.39999999999998,-7.130715935334873
59.6,45.4,283.8,-45.3496644295302
77.9,2.8,314.40000000000003,-2.7614890885750962
83.7,88.1,422.9,-88.06415770609318
61.7,76.6,323.4,-76.5513776337115
27.6,28.0,138.4,-27.891304347826086
4.9,15.7,35.3,-15.087755102040816
35.6,78.7,221.10000000000002,-78.61573033707866
86.2,61.0,405.8,-60.96519721577726
61.7,18.0,264.8,-17.95137763371151
71.5,89.4,375.4,-89.35804195804197
1.1,65.9,70.30000000000001,-63.17272727272728
75.5,96.6,398.6,-96.56026490066225
74.3,5.1,302.3,-5.059623149394347
9.7,86.1,124.89999999999999,-85.79072164948452
78.7,61.8,376.6,-61.76188055908513
94.5,55.2,433.2,-55.16825396825397
29.0,75.7,191.7,-75.59655172413794
89.4,36.9,394.5,-36.86644295302013
53.4,55.6,269.2,-55.543820224719106
86.7,92.2,439.0,-92.16539792387543
77.8,86.0,397.2,-85.96143958868895
12.4,13.6,63.2,-13.358064516129032
31.0,48.6,172.6,-48.50322580645162
10.9,54.1,97.7,-53.824770642201834
82.6,33.8,364.2,-33.763680387409195
72.2,94.8,383.6,-94.7584487534626
74.5,3.7,301.7,-3.659731543624161
76.7,5.5,312.3,-5.460886571056062
22.8,97.0,188.2,-96.86842105263158
43.8,16.0,191.2,-15.931506849315069
49.5,9.7,207.7,-9.639393939393939
12.7,90.1,140.89999999999998,-89.86377952755905
5.2,42.7,63.5,-42.12307692307692
11.9,56.0,103.6,-55.747899159663866
24.9,34.4,134.0,-34.27951807228916
84.8,12.3,351.5,-12.264622641509435
94.1,60.6,437.0,-60.56811902231669
11.9,2.0,49.6,-1.7478991596638656
42.2,49.1,217.9,-49.02890995260664
39.6,52.3,210.7,-52.22424242424242
40.6,28.1,190.5,-28.026108374384236
32.8,29.5,160.7,-29.408536585365855
1.2,6.2,11.0,-3.7
52.8,18.9,230.1,-18.843181818181815
97.7,17.5,408.3,-17.469293756397136
7.8,60.0,91.2,-59.61538461538461
12.9,33.2,84.80000000000001,-32.96744186046512
28.4,70.0,183.6,-69.8943661971831
93.8,27.8,403.0,-27.768017057569296
70.2,15.1,295.90000000000003,-15.057264957264957
48.8,77.4,272.6,-77.33852459016394
77.8,39.8,351.0,-39.761439588688944
91.0,22.2,386.2,-22.167032967032966
21.8,50.5,137.7,-50.362385321100916
30.1,29.0,149.4,-28.900332225913623
2.8,99.9,111.10000000000001,-98.82857142857144
66.8,1.4,268.59999999999997,-1.3550898203592814
4.6,4.6,23.0,-3.947826086956521
37.3,28.8,178.0,-28.71957104557641
54.0,83.8,299.8,-83.74444444444444
90.1,45.8,406.2,-45.76670366259711
78.3,57.0,370.2,-56.96168582375479
36.6,71.0,217.4,-70.91803278688525
90.0,24.1,384.1,-24.066666666666666
16.4,92.4,158.0,-92.21707317073171
40.3,15.0,176.2,-14.925558312655086
43.8,3.8,179.0,-3.7315068493150685
8.8,16.5,51.7,-16.15909090909091
35.3,77.0,218.2,-76.91501416430594
29.1,17.0,133.4,-16.896907216494846
44.6,10.3,188.70000000000002,-10.232735426008968
72.7,86.1,376.9,-86.05873452544704
52.2,93.9,302.70000000000005,-93.84252873563219
85.2,50.1,390.90000000000003,-50.06478873239437
35.0,1.1,141.1,-1.0142857142857145
79.3,67.8,385.0,-67.76216897856241
66.5,3.2,269.2,-3.154887218045113
21.3,78.0,163.2,-77.85915492957747
36.0,47.0,191.0,-46.916666666666664
27.7,9.0,119.8,-8.891696750902527
51.9,88.3,295.9,-88.2421965317919
52.4,70.5,280.1,-70.44274809160305
27.1,55.4,163.8,-55.28929889298893
9.8,44.5,83.7,-44.19387755102041
2.9,84.3,95.89999999999999,-83.26551724137931
39.1,39.4,195.8,-39.323273657289
1.5,74.8,80.8,-72.8
17.4,89.1,158.7,-88.92758620689655
9.4,92.7,130.3,-92.3808510638298
17.0,18.7,86.7,-18.523529411764706
85.1,77.7,418.09999999999997,-77.6647473560517
74.4,85.5,383.1,-85.45967741935483
7.6,19.0,49.4,-18.605263157894736
10.2,4.1,44.9,-3.8058823529411763
24.8,48.0,147.2,-47.87903225806452
68.8,90.5,365.7,-90.4563953488372
21.7,75.8,162.6,-75.66175115207373
18.4,93.1,166.7,-92.93695652173912
37.4,50.7,200.3,-50.61978609625669
38.8,42.8,198.0,-42.72268041237113
66.4,12.4,278.0,-12.354819277108435
15.0,3.3,63.3,-3.0999999999999996
15.2,69.9,130.7,-69.70263157894738
66.0,51.4,315.4,-51.35454545454545
29.4,52.2,169.8,-52.097959183673474
70.9,99.8,383.40000000000003,-99.75768688293371
11.7,22.0,68.8,-21.743589743589745
95.6,70.0,452.4,-69.96861924686192
98.7,61.6,456.40000000000003,-61.56960486322188
81.4,12.6,338.20000000000005,-12.563144963144962
12.4,5.4,55.0,-5.158064516129032
51.5,30.5,236.5,-30.441747572815533
12.6,18.9,69.3,-18.66190476190476
39.3,93.6,250.79999999999998,-93.5236641221374
46.3,22.7,207.89999999999998,-22.635205183585313
49.8,68.2,267.4,-68.13975903614458
15.8,64.3,127.5,-64.11012658227848
62.6,66.4,316.8,-66.3520766773163
42.1,95.2,263.6,-95.12874109263659
66.6,69.9,336.29999999999995,-69.85495495495496
50.8,39.8,243.0,-39.74094488188976
27.6,50.7,161.10000000000002,-50.59130434782609
80.7,88.4,411.20000000000005,-88.36282527881042
5.1,32.5,52.9,-31.91176470588235
58.2,16.7,249.5,-16.648453608247422
5.5,53.6,75.6,-53.054545454545455
84.8,31.1,370.3,-31.064622641509434
67.5,54.0,324.0,-53.955555555555556
92.5,24.4,394.4,-24.367567567567566
77.5,69.0,379.0,-68.96129032258065
72.7,12.4,303.2,-12.358734525447042
67.4,39.1,308.70000000000005,-39.05548961424333
84.3,62.3,399.5,-62.2644128113879
91.7,46.0,412.8,-45.967284623773175
43.2,58.0,230.8,-57.93055555555556
93.5,34.1,408.1,-34.067914438502676
47.8,9.1,200.29999999999998,-9.03723849372385
12.2,36.4,85.19999999999999,-36.15409836065574
22.6,87.2,177.60000000000002,-87.06725663716814
91.6,49.5,415.9,-49.467248908296945
83.6,72.7,407.09999999999997,-72.66411483253589
95.9,5.1,388.70000000000005,-5.068717413972888
93.1,58.9,431.29999999999995,-58.86777658431794
45.1,87.1,267.5,-87.03348115299335
62.8,37.0,288.2,-36.952229299363054
52.0,62.3,270.3,-62.24230769230769
81.6,62.5,388.9,-62.463235294117645
6.3,10.8,36.0,-10.323809523809524
24.6,40.2,138.60000000000002,-40.078048780487805
53.5,28.7,242.7,-28.643925233644858
19.5,80.1,158.1,-79.94615384615383
32.0,37.1,165.1,-37.00625
71.8,28.9,316.09999999999997,-28.858217270194984
1.5,99.6,105.6,-97.6
19.5,51.0,129.0,-50.84615384615385
74.8,34.4,333.59999999999997,-34.35989304812834
9.4,7.8,45.4,-7.480851063829787
38.6,81.0,235.4,-80.92227979274611
92.0,87.9,455.9,-87.86739130434783
94.1,50.4,426.79999999999995,-50.368119022316684
17.0,20.2,88.2,-20.023529411764706
18.5,69.6,143.6,-69.43783783783783
38.9,88.5,244.1,-88.4228791773779
83.9,34.3,369.90000000000003,-34.26424314660309
88.0,81.9,433.9,-81.8659090909091
3.0,79.6,91.6,-78.6
91.7,51.2,418.0,-51.16728462377318
37.5,91.6,241.6,-91.52
16.7,60.3,127.1,-60.120359281437125
37.9,36.4,188.0,-36.32084432717678
38.1,38.3,190.7,-38.22125984251968
12.9,76.3,127.9,-76.06744186046511
95.7,39.9,422.7,-39.86865203761755
68.4,26.4,300.0,-26.35614035087719
22.2,54.7,143.5,-54.564864864864866
84.7,98.1,436.9,-98.06458087367177
11.5,59.8,105.8,-59.53913043478261
37.5,64.6,214.6,-64.52
81.8,42.7,369.9,-42.663325183374084
46.8,33.1,220.29999999999998,-33.03589743589744
54.2,24.1,240.9,-24.044649446494468
27.8,81.0,192.2,-80.89208633093526
36.2,1.9,146.70000000000002,-1.8171270718232044
60.0,99.8,339.8,-99.75
15.2,46.1,106.9,-45.90263157894737
18.0,98.7,170.7,-98.53333333333333
49.4,19.5,217.1,-19.439271255060728
97.9,51.2,442.8,-51.16935648621042
26.3,36.8,142.0,-36.68593155893536
69.1,81.1,357.5,-81.05658465991317
27.3,14.2,123.4,-14.09010989010989
3.9,86.9,102.5,-86.13076923076923
49.8,57.3,256.5,-57.23975903614458
16.4,50.6,116.19999999999999,-50.41707317073171
92.9,98.9,470.5,-98.86770721205598
57.2,22.1,250.9,-22.047552447552448
17.4,19.6,89.19999999999999,-19.427586206896553
16.0,36.7,100.7,-36.5125
76.6,17.2,323.59999999999997,-17.16083550913838
39.3,53.1,210.29999999999998,-53.023664122137404
3.0,7.1,19.1,-6.1
83.0,99.4,431.4,-99.36385542168675
55.7,78.7,301.5,-78.64614003590664
44.2,66.2,243.0,-66.13212669683259
99.8,83.9,483.1,-83.86993987975953
24.0,75.2,171.2,-75.075
48.2,14.3,207.10000000000002,-14.237759336099586
56.5,18.9,244.9,-18.846902654867254
51.3,33.1,238.29999999999998,-33.04152046783626
34.8,55.8,195.0,-55.713793103448275
15.7,99.7,162.5,-99.50891719745223
63.9,1.4,257.0,-1.3530516431924882
11.7,52.4,99.19999999999999,-52.14358974358974
84.1,37.3,373.7,-37.264328180737216
87.9,38.2,389.8,-38.16587030716724
4.0,36.0,52.0,-35.25
17.5,64.2,134.2,-64.02857142857142
51.8,41.3,248.5,-41.24208494208494
73.4,16.4,310.0,-16.359128065395094
34.6,76.3,214.7,-76.21329479768787
55.7,13.7,236.5,-13.646140035906642
18.7,31.9,106.69999999999999,-31.739572192513368
47.9,35.8,227.39999999999998,-35.73736951983298
41.0,36.2,200.2,-36.12682926829269
71.8,11.1,298.3,-11.058217270194985
47.1,65.8,254.2,-65.73630573248407
48.0,5.6,197.6,-5.5375
82.2,43.7,372.5,-43.66350364963504
44.0,86.9,262.9,-86.83181818181819
65.4,47.8,309.40000000000003,-47.75412844036697
74.1,35.2,331.59999999999997,-35.15951417004049
74.9,43.7,343.3,-43.65994659546062
60.7,81.6,324.4,-81.5505766062603
72.4,72.4,362.0,-72.35856353591161
53.7,78.9,293.70000000000005,-78.84413407821229
61.4,89.5,335.1,-89.45114006514657
51.2,53.8,258.6,-53.74140625
94.4,97.1,474.70000000000005,-97.06822033898304
95.6,41.5,423.9,-41.46861924686193
17.0,33.7,101.7,-33.523529411764706
83.3,53.8,387.0,-53.763985594237695
76.6,64.5,370.9,-64.46083550913838
59.7,36.9,275.7,-36.84974874371859
